row,lat,lon,speed,timestamp,sound,brightness,vibration,altitude
341,51.965934,7.633442,33.82,01/19/2016 13:02:15 ,758,561,0.11,160.39
342,51.966011,7.633387,35.43,01/19/2016 13:02:16 ,18,511,0.23,159.88
343,51.966087,7.633328,34.72,01/19/2016 13:02:17 ,18,510,0.20,160.39
344,51.966152,7.633305,33.89,01/19/2016 13:02:18 ,18,556,0.11,161.41
345,51.966224,7.633273,35.08,01/19/2016 13:02:19 ,18,314,0.05,160.90
346,51.966373,7.633187,38.17,01/19/2016 13:02:21 ,18,426,0.19,161.91
347,51.966457,7.633132,41.48,01/19/2016 13:02:22 ,547,321,1.06,161.41
348,51.966537,7.633070,43.23,01/19/2016 13:02:23 ,254,329,1.13,161.66
349,51.966598,7.633027,45.76,01/19/2016 13:02:24 ,197,302,0.17,161.15
350,51.966663,7.632970,42.52,01/19/2016 13:02:25 ,356,313,1.15,160.64
351,51.966743,7.632898,47.28,01/19/2016 13:02:26 ,405,296,0.27,161.15
352,51.966808,7.632830,51.52,01/19/2016 13:02:27 ,18,370,0.33,160.64
353,51.966880,7.632762,49.19,01/19/2016 13:02:28 ,189,323,1.00,161.15
354,51.966979,7.632655,49.97,01/19/2016 13:02:29 ,278,283,0.19,160.14
355,51.967079,7.632553,50.37,01/19/2016 13:02:30 ,18,385,0.33,160.14
356,51.967124,7.632515,45.10,01/19/2016 13:02:31 ,758,338,0.33,160.14
357,51.967201,7.632422,43.56,01/19/2016 13:02:32 ,432,502,0.25,160.64
358,51.967327,7.632308,45.00,01/19/2016 13:02:34 ,78,370,1.10,161.15
359,51.967372,7.632277,47.78,01/19/2016 13:02:35 ,19,341,0.28,161.15
360,51.967445,7.632197,49.04,01/19/2016 13:02:36 ,397,278,1.01,160.39
361,51.967536,7.632097,49.15,01/19/2016 13:02:37 ,758,442,0.89,160.64
362,51.967594,7.632032,41.28,01/19/2016 13:02:38 ,535,462,0.92,160.64
363,51.967651,7.631970,42.15,01/19/2016 13:02:39 ,47,341,0.23,159.88
364,51.967723,7.631900,44.47,01/19/2016 13:02:40 ,758,259,0.72,159.88
365,51.967777,7.631863,43.28,01/19/2016 13:02:41 ,759,530,0.88,159.12
366,51.967842,7.631798,42.34,01/19/2016 13:02:42 ,759,447,0.92,159.88
367,51.967895,7.631747,42.67,01/19/2016 13:02:43 ,19,426,0.57,158.87
368,51.967918,7.631732,39.89,01/19/2016 13:02:44 ,602,471,0.68,158.87
369,51.967987,7.631653,44.23,01/19/2016 13:02:46 ,757,426,0.46,159.63
370,51.967983,7.631635,37.85,01/19/2016 13:02:47 ,758,390,1.05,159.63
371,51.967998,7.631578,31.87,01/19/2016 13:02:48 ,19,432,0.92,159.63
372,51.968006,7.631515,31.87,01/19/2016 13:02:49 ,19,609,1.04,160.14
373,51.967987,7.631483,28.69,01/19/2016 13:02:50 ,18,660,0.55,159.12
374,51.967990,7.631438,27.26,01/19/2016 13:02:51 ,759,624,0.25,158.11
375,51.967979,7.631397,23.82,01/19/2016 13:02:52 ,162,441,1.24,158.11
376,51.967990,7.631333,23.22,01/19/2016 13:02:53 ,19,398,0.31,158.36
377,51.967998,7.631285,23.22,01/19/2016 13:02:54 ,19,372,0.29,158.11
378,51.967998,7.631223,24.78,01/19/2016 13:02:55 ,758,124,2.00,157.85
379,51.967998,7.631150,23.39,01/19/2016 13:02:56 ,19,275,1.09,158.11
380,51.967983,7.631040,21.84,01/19/2016 13:02:58 ,19,389,0.65,157.60
381,51.967971,7.630983,18.09,01/19/2016 13:02:59 ,22,252,0.86,158.11
382,51.967964,7.630913,17.72,01/19/2016 13:03:00 ,759,316,0.88,158.11
383,51.967960,7.630828,17.72,01/19/2016 13:03:01 ,19,248,0.51,158.62
384,51.967952,7.630753,20.67,01/19/2016 13:03:02 ,19,255,0.56,159.88
385,51.967945,7.630665,21.00,01/19/2016 13:03:03 ,19,210,0.74,158.62
386,51.967929,7.630588,21.78,01/19/2016 13:03:04 ,303,341,0.98,158.36
387,51.967918,7.630497,19.06,01/19/2016 13:03:05 ,19,380,1.16,158.87
388,51.967918,7.630417,15.17,01/19/2016 13:03:06 ,19,450,0.69,158.62
389,51.967918,7.630343,11.96,01/19/2016 13:03:07 ,623,398,0.17,157.60
390,51.967918,7.630285,10.98,01/19/2016 13:03:08 ,20,338,0.08,156.84
391,51.967903,7.630202,10.28,01/19/2016 13:03:10 ,284,332,0.56,158.11
392,51.967887,7.630155,12.63,01/19/2016 13:03:11 ,19,395,0.88,158.11
393,51.967880,7.630107,11.65,01/19/2016 13:03:12 ,22,475,0.22,157.60
394,51.967872,7.630057,11.65,01/19/2016 13:03:13 ,619,396,1.43,157.85
395,51.967864,7.629995,14.00,01/19/2016 13:03:14 ,759,374,0.63,158.36
396,51.967857,7.629930,15.58,01/19/2016 13:03:15 ,19,270,0.81,158.62
397,51.967849,7.629862,17.74,01/19/2016 13:03:16 ,20,353,1.58,158.62
398,51.967834,7.629783,18.93,01/19/2016 13:03:17 ,20,338,1.57,158.36
399,51.967823,7.629703,21.26,01/19/2016 13:03:18 ,20,446,0.14,158.62
400,51.967815,7.629615,22.39,01/19/2016 13:03:19 ,20,226,0.13,158.87
401,51.967807,7.629523,24.28,01/19/2016 13:03:20 ,20,239,0.22,159.63
402,51.967784,7.629377,20.21,01/19/2016 13:03:22 ,759,293,0.14,158.87
403,51.967769,7.629287,22.04,01/19/2016 13:03:23 ,760,374,0.68,159.63
404,51.967754,7.629198,22.09,01/19/2016 13:03:24 ,759,356,0.09,158.11
405,51.967742,7.629110,23.82,01/19/2016 13:03:25 ,20,387,0.48,158.87
406,51.967735,7.629022,22.45,01/19/2016 13:03:26 ,759,462,0.13,159.12
407,51.967723,7.628932,22.74,01/19/2016 13:03:27 ,20,309,0.09,159.63
408,51.967716,7.628837,24.11,01/19/2016 13:03:28 ,20,423,0.97,159.88
409,51.967700,7.628735,27.35,01/19/2016 13:03:29 ,760,418,0.75,159.63
410,51.967681,7.628632,25.28,01/19/2016 13:03:30 ,21,171,0.34,159.88
411,51.967666,7.628535,24.58,01/19/2016 13:03:31 ,705,267,1.30,159.12
412,51.967655,7.628435,25.11,01/19/2016 13:03:32 ,476,256,0.75,161.15
413,51.967647,7.628228,25.93,01/19/2016 13:03:34 ,759,273,1.24,160.39
414,51.967639,7.628110,29.11,01/19/2016 13:03:35 ,20,248,0.55,160.39
415,51.967617,7.628025,31.15,01/19/2016 13:03:36 ,20,259,0.99,160.14
416,51.967590,7.627930,31.15,01/19/2016 13:03:37 ,760,323,1.65,160.14
417,51.967571,7.627835,27.17,01/19/2016 13:03:38 ,20,283,0.35,160.14
418,51.967555,7.627745,25.48,01/19/2016 13:03:39 ,760,337,0.38,160.14
419,51.967540,7.627642,30.06,01/19/2016 13:03:40 ,20,202,1.03,160.39
420,51.967521,7.627560,25.32,01/19/2016 13:03:41 ,760,283,1.25,160.14
421,51.967494,7.627472,24.13,01/19/2016 13:03:42 ,761,150,0.91,160.39
422,51.967487,7.627385,23.09,01/19/2016 13:03:43 ,218,186,0.98,159.38
423,51.967475,7.627305,21.26,01/19/2016 13:03:44 ,20,196,0.51,159.88
424,51.967449,7.627148,21.32,01/19/2016 13:03:46 ,20,210,0.90,160.14
425,51.967441,7.627068,20.22,01/19/2016 13:03:47 ,670,199,1.38,160.14
426,51.967430,7.626983,20.85,01/19/2016 13:03:48 ,21,199,1.02,161.15
427,51.967422,7.626892,20.85,01/19/2016 13:03:49 ,20,187,0.33,159.88
428,51.967407,7.626808,20.69,01/19/2016 13:03:50 ,497,267,0.41,160.64
429,51.967391,7.626725,22.52,01/19/2016 13:03:51 ,21,340,0.47,160.90
430,51.967380,7.626640,24.21,01/19/2016 13:03:52 ,473,234,1.74,160.14
431,51.967372,7.626552,23.26,01/19/2016 13:03:53 ,20,246,0.65,161.91
432,51.967365,7.626470,20.96,01/19/2016 13:03:54 ,20,207,0.85,161.66
433,51.967357,7.626385,21.45,01/19/2016 13:03:55 ,760,273,0.47,161.91
434,51.967342,7.626297,25.58,01/19/2016 13:03:56 ,21,301,0.25,162.17
435,51.967308,7.626115,25.48,01/19/2016 13:03:58 ,760,233,0.77,160.90
436,51.967288,7.626032,22.15,01/19/2016 13:03:59 ,760,192,0.79,161.15
437,51.967273,7.625950,21.15,01/19/2016 13:04:00 ,20,174,0.32,161.15
438,51.967250,7.625885,23.71,01/19/2016 13:04:01 ,21,194,0.84,161.15
439,51.967231,7.625800,20.06,01/19/2016 13:04:02 ,21,223,0.74,161.91
440,51.967216,7.625723,19.39,01/19/2016 13:04:03 ,20,290,0.40,161.15
441,51.967208,7.625645,19.33,01/19/2016 13:04:04 ,404,241,0.61,161.41
442,51.967197,7.625562,19.45,01/19/2016 13:04:05 ,21,265,0.66,161.15
443,51.967189,7.625478,18.74,01/19/2016 13:04:06 ,21,234,0.51,161.15
444,51.967170,7.625405,18.09,01/19/2016 13:04:07 ,21,299,0.73,160.14
445,51.967166,7.625323,18.19,01/19/2016 13:04:08 ,761,207,1.11,160.14
446,51.967147,7.625180,16.91,01/19/2016 13:04:10 ,760,209,0.54,160.14
447,51.967144,7.625108,17.71,01/19/2016 13:04:11 ,21,366,0.40,160.90
448,51.967132,7.625033,17.78,01/19/2016 13:04:12 ,21,335,0.31,160.14
449,51.967121,7.624957,19.19,01/19/2016 13:04:13 ,21,314,0.62,160.64
450,51.967109,7.624880,19.61,01/19/2016 13:04:14 ,413,178,0.96,160.14
451,51.967090,7.624800,19.72,01/19/2016 13:04:15 ,761,220,0.78,160.14
452,51.967079,7.624723,19.69,01/19/2016 13:04:16 ,761,281,0.84,160.14
453,51.967071,7.624643,19.78,01/19/2016 13:04:17 ,761,241,1.00,160.14
454,51.967056,7.624563,22.21,01/19/2016 13:04:18 ,690,264,0.54,160.39
455,51.967041,7.624483,20.56,01/19/2016 13:04:19 ,760,262,0.86,160.14
456,51.967025,7.624403,22.80,01/19/2016 13:04:20 ,53,218,0.34,160.14
457,51.966995,7.624238,21.13,01/19/2016 13:04:22 ,238,213,0.97,160.14
458,51.966983,7.624140,24.04,01/19/2016 13:04:23 ,221,273,0.58,159.12
459,51.966968,7.624065,25.69,01/19/2016 13:04:24 ,21,291,0.89,159.88
460,51.966953,7.623985,22.45,01/19/2016 13:04:25 ,344,303,0.50,159.38
461,51.966926,7.623907,21.37,01/19/2016 13:04:26 ,309,200,0.49,159.63
462,51.966915,7.623830,20.63,01/19/2016 13:04:27 ,200,194,0.72,159.12
463,51.966903,7.623753,18.33,01/19/2016 13:04:28 ,308,285,0.71,159.38
464,51.966907,7.623682,17.21,01/19/2016 13:04:29 ,21,205,0.32,158.11
465,51.966903,7.623622,13.28,01/19/2016 13:04:30 ,437,256,2.00,158.11
466,51.966899,7.623575,9.57,01/19/2016 13:04:31 ,21,259,0.74,159.12
467,51.966896,7.623512,8.61,01/19/2016 13:04:33 ,21,299,1.19,159.63
468,51.966896,7.623478,7.33,01/19/2016 13:04:34 ,655,349,0.38,158.36
469,51.966892,7.623437,9.22,01/19/2016 13:04:35 ,170,380,0.80,158.62
470,51.966892,7.623388,9.22,01/19/2016 13:04:36 ,761,444,0.61,159.12
471,51.966892,7.623345,10.02,01/19/2016 13:04:37 ,178,383,2.00,159.63
472,51.966896,7.623318,8.43,01/19/2016 13:04:38 ,761,316,0.74,159.38
473,51.966907,7.623292,7.24,01/19/2016 13:04:39 ,573,396,0.66,160.14
474,51.966930,7.623278,9.33,01/19/2016 13:04:40 ,762,405,1.07,159.63
475,51.966953,7.623277,13.17,01/19/2016 13:04:41 ,762,287,1.39,159.63
476,51.966987,7.623248,13.98,01/19/2016 13:04:42 ,537,465,0.51,160.64
477,51.967014,7.623213,13.41,01/19/2016 13:04:43 ,761,575,0.46,160.14
478,51.967063,7.623123,14.00,01/19/2016 13:04:45 ,22,473,0.36,160.39
479,51.967094,7.623070,14.65,01/19/2016 13:04:46 ,761,252,1.21,161.15
480,51.967121,7.623018,16.41,01/19/2016 13:04:47 ,22,319,0.53,162.17
481,51.967147,7.622963,16.41,01/19/2016 13:04:48 ,761,329,0.20,161.66
482,51.967170,7.622900,18.19,01/19/2016 13:04:49 ,22,416,0.44,161.66
483,51.967201,7.622837,18.82,01/19/2016 13:04:50 ,131,376,0.48,162.93
484,51.967220,7.622775,18.87,01/19/2016 13:04:51 ,761,418,1.21,161.15
485,51.967239,7.622720,16.74,01/19/2016 13:04:52 ,762,363,0.91,161.91
486,51.967254,7.622660,16.24,01/19/2016 13:04:53 ,432,261,0.62,161.41
487,51.967254,7.622602,18.61,01/19/2016 13:04:54 ,354,338,0.58,160.39
488,51.967277,7.622522,24.43,01/19/2016 13:04:55 ,22,487,0.66,161.41
489,51.967319,7.622385,20.00,01/19/2016 13:04:57 ,762,466,0.35,160.90
490,51.967346,7.622320,20.15,01/19/2016 13:04:58 ,22,553,1.76,161.66
491,51.967353,7.622268,15.82,01/19/2016 13:04:59 ,22,519,0.57,162.42
492,51.967353,7.622218,10.82,01/19/2016 13:05:00 ,762,326,0.11,161.15
493,51.967361,7.622167,12.45,01/19/2016 13:05:01 ,59,319,0.11,161.66
494,51.967372,7.622100,16.19,01/19/2016 13:05:02 ,761,352,0.18,160.39
495,51.967388,7.622023,19.26,01/19/2016 13:05:03 ,22,273,0.04,159.63
496,51.967399,7.621950,17.65,01/19/2016 13:05:04 ,22,240,0.26,161.15
497,51.967407,7.621885,14.91,01/19/2016 13:05:05 ,183,244,0.98,160.39
498,51.967422,7.621815,12.32,01/19/2016 13:05:06 ,23,434,1.99,159.63
499,51.967449,7.621637,20.48,01/19/2016 13:05:08 ,762,498,0.71,159.88
500,51.967449,7.621558,17.98,01/19/2016 13:05:09 ,22,444,0.42,158.11
501,51.967449,7.621477,15.04,01/19/2016 13:05:10 ,74,329,0.35,159.63
502,51.967449,7.621397,15.04,01/19/2016 13:05:11 ,23,346,0.39,159.88
503,51.967449,7.621315,14.04,01/19/2016 13:05:12 ,22,273,0.60,159.12
504,51.967456,7.621243,15.87,01/19/2016 13:05:13 ,632,293,1.28,158.87
505,51.967464,7.621175,14.24,01/19/2016 13:05:14 ,22,449,0.84,158.87
506,51.967475,7.621088,15.45,01/19/2016 13:05:15 ,22,94,0.05,158.11
507,51.967479,7.621012,15.56,01/19/2016 13:05:16 ,22,292,1.29,159.12
508,51.967475,7.620935,15.45,01/19/2016 13:05:17 ,762,405,0.55,158.36
509,51.967479,7.620862,12.78,01/19/2016 13:05:18 ,761,538,0.31,157.60
510,51.967487,7.620743,11.06,01/19/2016 13:05:20 ,63,552,0.60,156.33
511,51.967521,7.620682,12.06,01/19/2016 13:05:21 ,23,493,0.96,156.59
512,51.967567,7.620620,19.65,01/19/2016 13:05:22 ,22,409,0.68,157.60
513,51.967613,7.620550,19.65,01/19/2016 13:05:23 ,762,317,0.31,157.60
514,51.967632,7.620468,21.17,01/19/2016 13:05:24 ,762,359,0.55,158.11
515,51.967639,7.620388,19.87,01/19/2016 13:05:25 ,761,390,0.53,158.11
516,51.967617,7.620298,19.21,01/19/2016 13:05:26 ,23,466,0.82,158.62
517,51.967601,7.620210,19.96,01/19/2016 13:05:27 ,592,160,0.35,158.87
518,51.967594,7.620120,19.98,01/19/2016 13:05:28 ,763,179,0.58,158.62
519,51.967590,7.620035,19.91,01/19/2016 13:05:29 ,624,64,0.46,159.12
520,51.967594,7.619952,19.87,01/19/2016 13:05:30 ,762,147,0.16,160.14
521,51.967590,7.619793,18.39,01/19/2016 13:05:32 ,23,340,0.89,159.12
522,51.967582,7.619707,19.59,01/19/2016 13:05:33 ,23,376,0.31,160.14
523,51.967575,7.619620,22.06,01/19/2016 13:05:34 ,558,363,0.89,159.88
524,51.967575,7.619530,21.78,01/19/2016 13:05:35 ,23,434,0.97,159.63
525,51.967571,7.619438,22.30,01/19/2016 13:05:36 ,323,473,1.05,159.88
526,51.967571,7.619347,22.32,01/19/2016 13:05:37 ,23,433,0.94,160.14
527,51.967563,7.619253,22.43,01/19/2016 13:05:38 ,23,442,0.68,160.14
528,51.967552,7.619157,22.54,01/19/2016 13:05:39 ,243,375,1.23,159.88
529,51.967544,7.619062,22.98,01/19/2016 13:05:40 ,254,543,0.59,159.88
530,51.967536,7.618967,22.87,01/19/2016 13:05:41 ,23,416,1.08,159.88
531,51.967525,7.618783,22.85,01/19/2016 13:05:43 ,306,520,0.87,160.14
532,51.967510,7.618690,22.85,01/19/2016 13:05:44 ,763,525,0.74,159.88
533,51.967517,7.618603,20.93,01/19/2016 13:05:45 ,763,374,0.60,160.14
534,51.967529,7.618522,20.93,01/19/2016 13:05:46 ,275,316,1.17,159.88
535,51.967559,7.618452,23.28,01/19/2016 13:05:47 ,762,392,0.55,160.14
536,51.967586,7.618378,22.93,01/19/2016 13:05:48 ,23,547,0.69,160.14
537,51.967617,7.618303,21.45,01/19/2016 13:05:49 ,23,595,0.81,159.12
538,51.967639,7.618235,18.72,01/19/2016 13:05:50 ,23,612,0.81,159.88
539,51.967655,7.618167,20.50,01/19/2016 13:05:51 ,23,563,1.11,158.87
540,51.967681,7.618100,20.02,01/19/2016 13:05:52 ,23,478,1.18,159.63
541,51.967697,7.618052,15.54,01/19/2016 13:05:53 ,714,385,1.14,158.62
542,51.967746,7.617948,18.50,01/19/2016 13:05:55 ,521,374,1.06,159.12
543,51.967758,7.617912,20.09,01/19/2016 13:05:56 ,306,364,0.51,158.87
544,51.967784,7.617848,17.35,01/19/2016 13:05:57 ,763,469,0.85,159.38
545,51.967803,7.617778,19.95,01/19/2016 13:05:58 ,758,453,0.85,159.88
546,51.967830,7.617702,21.41,01/19/2016 13:05:59 ,438,480,0.90,158.11
547,51.967861,7.617637,18.56,01/19/2016 13:06:00 ,24,495,0.91,160.14
548,51.967884,7.617587,16.54,01/19/2016 13:06:01 ,763,327,0.72,160.39
549,51.967906,7.617555,15.13,01/19/2016 13:06:02 ,23,354,1.51,158.87
550,51.967929,7.617523,13.76,01/19/2016 13:06:03 ,23,236,0.07,158.36
551,51.967960,7.617482,14.33,01/19/2016 13:06:04 ,23,262,0.24,159.12
552,51.967987,7.617442,13.93,01/19/2016 13:06:05 ,763,426,0.73,158.11
553,51.968051,7.617348,15.09,01/19/2016 13:06:07 ,447,358,0.59,157.85
554,51.968082,7.617298,14.43,01/19/2016 13:06:08 ,23,181,0.46,158.11
555,51.968120,7.617248,14.43,01/19/2016 13:06:09 ,327,482,0.95,158.11
556,51.968151,7.617202,16.56,01/19/2016 13:06:10 ,763,619,0.64,157.85
557,51.968193,7.617132,16.67,01/19/2016 13:06:11 ,252,536,0.98,158.11
558,51.968189,7.617077,15.76,01/19/2016 13:06:12 ,397,634,1.04,158.11
559,51.968200,7.617003,16.48,01/19/2016 13:06:13 ,23,603,0.72,157.09
560,51.968196,7.616940,17.24,01/19/2016 13:06:14 ,144,482,0.95,157.60
561,51.968189,7.616870,18.76,01/19/2016 13:06:15 ,764,515,0.48,157.85
562,51.968162,7.616812,16.59,01/19/2016 13:06:16 ,763,491,1.43,158.36
563,51.968112,7.616690,17.85,01/19/2016 13:06:18 ,278,414,0.01,159.12
564,51.968097,7.616623,18.80,01/19/2016 13:06:19 ,23,343,0.68,158.62
565,51.968082,7.616545,19.80,01/19/2016 13:06:20 ,764,402,1.03,158.62
566,51.968063,7.616478,19.80,01/19/2016 13:06:21 ,24,416,0.69,157.85
567,51.968029,7.616442,16.50,01/19/2016 13:06:22 ,24,423,1.35,158.11
568,51.967994,7.616400,17.45,01/19/2016 13:06:23 ,764,395,0.50,158.62
569,51.967960,7.616353,17.11,01/19/2016 13:06:24 ,690,409,1.16,158.87
570,51.967933,7.616313,18.33,01/19/2016 13:06:25 ,23,401,1.20,159.12
571,51.967910,7.616237,18.76,01/19/2016 13:06:26 ,76,416,0.20,158.11
572,51.967887,7.616165,17.89,01/19/2016 13:06:27 ,763,468,1.66,159.12
573,51.967853,7.616112,18.28,01/19/2016 13:06:28 ,445,486,1.07,158.11
574,51.967792,7.616007,18.13,01/19/2016 13:06:30 ,24,451,1.41,158.87
575,51.967758,7.615952,15.95,01/19/2016 13:06:31 ,24,447,1.43,158.11
576,51.967727,7.615912,17.04,01/19/2016 13:06:32 ,24,436,1.11,157.85
577,51.967685,7.615888,16.52,01/19/2016 13:06:33 ,764,450,0.10,156.84
578,51.967639,7.615873,17.04,01/19/2016 13:06:34 ,298,468,0.07,157.09
579,51.967601,7.615853,15.30,01/19/2016 13:06:35 ,764,442,0.21,156.08
580,51.967552,7.615840,17.76,01/19/2016 13:06:36 ,764,450,0.27,156.08
581,51.967502,7.615818,17.87,01/19/2016 13:06:37 ,24,450,0.05,156.33
582,51.967472,7.615777,14.50,01/19/2016 13:06:38 ,24,466,0.97,156.33
583,51.967468,7.615713,10.74,01/19/2016 13:06:39 ,25,450,0.79,156.33
584,51.967460,7.615568,10.80,01/19/2016 13:06:41 ,24,442,0.84,155.83
585,51.967468,7.615508,6.80,01/19/2016 13:06:42 ,53,419,0.87,155.83
586,51.967472,7.615465,4.04,01/19/2016 13:06:43 ,24,409,0.85,156.84
587,51.967479,7.615452,4.04,01/19/2016 13:06:44 ,216,161,0.82,156.84
588,51.967487,7.615440,0.19,01/19/2016 13:06:45 ,320,442,0.88,156.59
589,51.967494,7.615428,0.00,01/19/2016 13:06:46 ,24,465,0.83,157.60
590,51.967494,7.615432,0.00,01/19/2016 13:06:47 ,348,448,0.82,157.60
591,51.967494,7.615435,0.00,01/19/2016 13:06:48 ,299,460,0.82,156.84
592,51.967494,7.615435,0.00,01/19/2016 13:06:49 ,321,442,0.81,157.60
593,51.967494,7.615435,0.00,01/19/2016 13:06:50 ,25,471,0.80,156.59
594,51.967494,7.615435,0.00,01/19/2016 13:06:51 ,45,471,0.81,158.11
595,51.967494,7.615435,0.00,01/19/2016 13:06:53 ,74,442,0.81,158.11
596,51.967494,7.615435,0.00,01/19/2016 13:06:54 ,275,453,0.80,158.62
597,51.967494,7.615435,0.00,01/19/2016 13:06:55 ,24,453,0.81,158.36
598,51.967494,7.615435,0.00,01/19/2016 13:06:56 ,139,453,0.82,159.12
599,51.967494,7.615435,0.00,01/19/2016 13:06:57 ,98,453,0.82,158.36
600,51.967494,7.615435,0.00,01/19/2016 13:06:58 ,25,453,0.81,158.62
601,51.967494,7.615435,0.00,01/19/2016 13:06:59 ,60,453,0.81,158.87
602,51.967494,7.615435,0.00,01/19/2016 13:07:00 ,145,453,0.80,159.12
603,51.967494,7.615435,0.00,01/19/2016 13:07:01 ,226,453,0.81,159.63
604,51.967494,7.615435,0.00,01/19/2016 13:07:02 ,24,436,0.81,160.14
605,51.967494,7.615435,0.00,01/19/2016 13:07:03 ,73,465,0.81,159.88
606,51.967494,7.615435,0.00,01/19/2016 13:07:05 ,135,465,0.81,159.88
607,51.967494,7.615435,0.00,01/19/2016 13:07:06 ,24,465,0.80,160.14
608,51.967494,7.615435,0.00,01/19/2016 13:07:07 ,126,465,0.80,160.39
609,51.967494,7.615435,0.00,01/19/2016 13:07:08 ,234,465,0.81,160.14
610,51.967494,7.615435,0.00,01/19/2016 13:07:09 ,358,465,0.81,159.63
611,51.967494,7.615435,0.00,01/19/2016 13:07:10 ,126,465,0.81,160.14
612,51.967494,7.615435,0.00,01/19/2016 13:07:11 ,239,465,0.81,160.14
613,51.967494,7.615435,0.00,01/19/2016 13:07:12 ,250,465,0.81,161.15
614,51.967494,7.615435,0.00,01/19/2016 13:07:13 ,254,465,0.81,160.90
615,51.967494,7.615435,0.00,01/19/2016 13:07:14 ,210,465,0.81,160.39
616,51.967494,7.615435,0.00,01/19/2016 13:07:16 ,61,465,0.82,161.91
617,51.967494,7.615435,0.00,01/19/2016 13:07:17 ,197,442,0.85,161.66
618,51.967494,7.615435,0.00,01/19/2016 13:07:18 ,90,465,0.80,160.90
619,51.967494,7.615435,0.00,01/19/2016 13:07:19 ,26,447,0.80,161.66
620,51.967494,7.615435,0.00,01/19/2016 13:07:20 ,170,465,0.80,161.91
621,51.967494,7.615435,0.00,01/19/2016 13:07:21 ,26,457,0.83,161.91
622,51.967494,7.615435,0.00,01/19/2016 13:07:22 ,277,474,0.83,161.91
623,51.967494,7.615435,0.00,01/19/2016 13:07:23 ,222,325,0.81,161.15
624,51.967494,7.615435,0.00,01/19/2016 13:07:24 ,25,359,0.81,162.17
625,51.967494,7.615435,0.00,01/19/2016 13:07:25 ,292,406,0.84,162.17
626,51.967494,7.615435,0.00,01/19/2016 13:07:26 ,26,395,0.82,162.17
627,51.967494,7.615435,0.00,01/19/2016 13:07:28 ,139,389,0.85,161.91
628,51.967494,7.615435,0.00,01/19/2016 13:07:29 ,28,457,0.75,163.43
629,51.967494,7.615435,0.00,01/19/2016 13:07:30 ,273,493,0.94,163.69
630,51.967494,7.615435,0.00,01/19/2016 13:07:31 ,25,437,0.65,162.67
631,51.967494,7.615435,0.00,01/19/2016 13:07:32 ,765,480,1.17,164.45
632,51.967464,7.615387,13.72,01/19/2016 13:07:33 ,699,506,1.67,164.20
633,51.967445,7.615332,14.70,01/19/2016 13:07:34 ,25,506,0.65,164.20
634,51.967422,7.615273,16.13,01/19/2016 13:07:35 ,26,491,0.36,164.20
635,51.967399,7.615212,16.98,01/19/2016 13:07:36 ,766,474,0.60,164.45
636,51.967388,7.615133,20.28,01/19/2016 13:07:37 ,25,467,1.13,164.96
637,51.967376,7.615050,17.96,01/19/2016 13:07:38 ,765,483,0.77,165.21
638,51.967353,7.614900,17.33,01/19/2016 13:07:40 ,55,483,0.78,164.96
639,51.967342,7.614825,16.98,01/19/2016 13:07:41 ,540,507,0.66,164.20
640,51.967334,7.614743,16.98,01/19/2016 13:07:42 ,715,498,0.91,164.20
641,51.967330,7.614660,19.37,01/19/2016 13:07:43 ,26,491,0.59,164.96
642,51.967327,7.614580,18.02,01/19/2016 13:07:44 ,77,513,0.68,165.21
643,51.967315,7.614505,19.33,01/19/2016 13:07:45 ,26,507,0.90,163.94
644,51.967311,7.614428,19.19,01/19/2016 13:07:46 ,205,491,0.84,164.45
645,51.967304,7.614353,18.63,01/19/2016 13:07:47 ,26,538,0.96,164.70
646,51.967292,7.614285,18.08,01/19/2016 13:07:48 ,766,513,0.93,164.96
647,51.967277,7.614212,23.61,01/19/2016 13:07:49 ,765,498,0.33,164.70
648,51.967250,7.614058,19.98,01/19/2016 13:07:51 ,26,458,1.96,163.43
649,51.967247,7.613977,18.33,01/19/2016 13:07:52 ,26,528,1.32,163.69
650,51.967239,7.613902,20.11,01/19/2016 13:07:53 ,765,441,0.93,163.18
651,51.967224,7.613848,20.11,01/19/2016 13:07:54 ,27,459,0.62,163.94
652,51.967208,7.613793,12.41,01/19/2016 13:07:55 ,26,513,0.89,163.18
653,51.967201,7.613737,17.17,01/19/2016 13:07:56 ,766,375,1.31,163.69
654,51.967197,7.613660,15.43,01/19/2016 13:07:57 ,26,459,0.05,162.42
655,51.967193,7.613585,15.50,01/19/2016 13:07:58 ,26,444,1.00,163.69
656,51.967189,7.613490,17.37,01/19/2016 13:07:59 ,766,523,0.98,161.66
657,51.967189,7.613398,19.87,01/19/2016 13:08:00 ,26,538,1.08,161.15
658,51.967193,7.613308,26.17,01/19/2016 13:08:01 ,26,507,1.06,160.90
659,51.967208,7.613148,17.30,01/19/2016 13:08:03 ,765,538,0.05,159.12
660,51.967220,7.613078,13.48,01/19/2016 13:08:04 ,766,473,0.52,158.87
661,51.967216,7.613010,20.32,01/19/2016 13:08:05 ,26,453,0.33,159.12
662,51.967227,7.612937,9.24,01/19/2016 13:08:06 ,766,506,0.97,158.11
663,51.967224,7.612880,14.58,01/19/2016 13:08:07 ,765,460,0.93,156.33
664,51.967216,7.612822,12.45,01/19/2016 13:08:08 ,26,372,0.11,158.11
