row,lat,lon,speed,timestamp,sound,luminosity,lux,ir,vibration,altitude
27,51.626071,7.381512,14.95,02/05/2016 15:39:29 ,771,0,4294967199,37888,1.0632,461.88
28,51.626052,7.381458,14.95,02/05/2016 15:39:30 ,357,0,4294967199,37888,0.7764,461.88
29,51.626033,7.381403,14.96,02/05/2016 15:39:31 ,23,0,4294967199,37888,0.8113,462.14
30,51.626014,7.381350,14.96,02/05/2016 15:39:32 ,771,0,4294967199,37888,0.4368,462.40
31,51.625995,7.381297,14.96,02/05/2016 15:39:33 ,770,0,4294967199,37888,0.6580,461.36
32,51.625976,7.381242,14.96,02/05/2016 15:39:34 ,732,0,4294967199,37888,0.1377,462.93
33,51.625957,7.381187,14.96,02/05/2016 15:39:35 ,391,0,4294967199,37888,1.2681,460.84
34,51.625934,7.381133,15.37,02/05/2016 15:39:36 ,22,0,4294967199,37888,0.7549,460.32
35,51.625915,7.381080,15.37,02/05/2016 15:39:37 ,22,0,4294967199,37888,1.0466,460.14
36,51.625896,7.381027,14.54,02/05/2016 15:39:38 ,771,7687,4294967199,37888,0.8386,460.14
37,51.625881,7.380978,14.54,02/05/2016 15:39:39 ,771,8653,4294967260,30398,0.9473,459.88
38,51.625862,7.380933,14.54,02/05/2016 15:39:40 ,22,0,4294967253,31331,0.9285,459.10
39,51.625839,7.380890,14.54,02/05/2016 15:39:41 ,22,0,4294967199,37888,1.1150,458.57
40,51.625816,7.380857,14.54,02/05/2016 15:39:42 ,222,0,4294967199,37888,1.0730,459.62
41,51.625789,7.380837,12.00,02/05/2016 15:39:43 ,23,0,4294967199,37888,1.1331,458.31
42,51.625755,7.380827,12.00,02/05/2016 15:39:44 ,22,0,4294967199,37888,0.9509,458.31
43,51.625724,7.380830,12.78,02/05/2016 15:39:45 ,341,0,4294967199,37888,1.1597,457.79
44,51.625686,7.380842,12.78,02/05/2016 15:39:46 ,22,0,4294967199,37888,1.3088,456.75
45,51.625652,7.380867,14.04,02/05/2016 15:39:47 ,22,0,4294967199,37888,0.8054,457.53
46,51.625625,7.380898,14.04,02/05/2016 15:39:48 ,22,0,4294967199,37888,1.4292,456.31
47,51.625591,7.380937,14.04,02/05/2016 15:39:49 ,22,0,4294967199,37888,1.0405,455.62
48,51.625560,7.380977,14.04,02/05/2016 15:39:50 ,151,0,4294967199,37888,0.6821,455.36
49,51.625526,7.381015,14.04,02/05/2016 15:39:51 ,770,0,4294967199,37888,1.1067,455.36
50,51.625488,7.381048,16.59,02/05/2016 15:39:52 ,374,0,4294967199,37888,1.0854,454.31
51,51.625450,7.381078,16.59,02/05/2016 15:39:53 ,316,0,4294967199,37888,1.0801,453.53
52,51.625411,7.381107,16.24,02/05/2016 15:39:54 ,22,0,4294967199,37888,1.1118,453.79
53,51.625377,7.381137,16.24,02/05/2016 15:39:55 ,770,0,4294967199,37888,0.9041,453.27
54,51.625343,7.381167,16.24,02/05/2016 15:39:56 ,22,0,4294967199,37888,0.7991,453.53
55,51.625308,7.381192,16.24,02/05/2016 15:39:57 ,23,0,4294967199,37888,1.2517,451.96
56,51.625270,7.381213,16.24,02/05/2016 15:39:58 ,598,0,4294967199,37888,0.9338,451.70
57,51.625240,7.381238,15.08,02/05/2016 15:39:59 ,771,0,4294967199,37888,0.9700,451.44
58,51.625202,7.381268,15.08,02/05/2016 15:40:00 ,22,0,4294967199,37888,1.0713,451.70
