row,lat,lon,speed,timestamp,sound,luminosity,lux,ir,vibration,altitude
217,51.626495,7.382183,13.50,02/07/2016 14:07:55 ,615,0,4294967199,37888,1.0208,554.03
218,51.626472,7.382138,13.50,02/07/2016 14:07:56 ,781,0,4294967199,37888,0.9067,554.47
219,51.626449,7.382088,15.00,02/07/2016 14:07:57 ,35,0,4294967199,37888,1.1733,554.47
220,51.626422,7.382038,15.00,02/07/2016 14:07:58 ,35,0,4294967199,37888,1.6533,553.50
221,51.626396,7.381982,15.00,02/07/2016 14:07:59 ,35,0,4294967199,37888,0.7769,554.03
222,51.626369,7.381925,15.00,02/07/2016 14:08:00 ,781,0,4294967199,37888,0.9502,554.03
223,51.626338,7.381867,15.00,02/07/2016 14:08:01 ,35,0,4294967199,37888,0.9233,552.45
224,51.626308,7.381807,16.09,02/07/2016 14:08:02 ,781,0,4294967199,37888,0.7739,553.77
225,51.626281,7.381750,16.09,02/07/2016 14:08:03 ,35,0,4294967199,37888,1.1248,553.50
226,51.626247,7.381693,16.91,02/07/2016 14:08:04 ,781,0,4294967199,37888,1.1611,552.18
227,51.626220,7.381635,16.91,02/07/2016 14:08:05 ,705,0,4294967199,37888,0.8086,551.92
228,51.626190,7.381577,16.91,02/07/2016 14:08:06 ,570,0,4294967199,37888,0.8987,551.66
229,51.626167,7.381513,16.91,02/07/2016 14:08:07 ,781,0,4294967199,37888,1.0588,550.87
230,51.626136,7.381447,16.91,02/07/2016 14:08:08 ,35,0,4294967199,37888,1.0737,549.29
231,51.626113,7.381387,18.28,02/07/2016 14:08:09 ,781,0,4294967199,37888,0.9163,550.87
232,51.626079,7.381328,18.28,02/07/2016 14:08:10 ,34,0,4294967199,37888,0.9050,551.13
233,51.626052,7.381275,16.52,02/07/2016 14:08:11 ,34,0,4294967199,37888,0.9429,550.87
234,51.626022,7.381223,16.52,02/07/2016 14:08:12 ,35,0,4294967199,37888,1.3398,550.34
235,51.625999,7.381173,16.52,02/07/2016 14:08:13 ,35,0,4294967199,37888,0.9985,550.34
236,51.625968,7.381128,16.52,02/07/2016 14:08:14 ,34,0,4294967199,37888,1.1733,549.55
237,51.625942,7.381087,16.52,02/07/2016 14:08:15 ,35,0,4294967199,37888,0.9011,548.76
238,51.625915,7.381038,14.11,02/07/2016 14:08:16 ,252,0,4294967199,37888,0.8669,549.55
239,51.625888,7.380995,14.11,02/07/2016 14:08:17 ,781,0,4294967199,37888,1.0957,548.76
240,51.625850,7.380958,13.96,02/07/2016 14:08:18 ,782,0,4294967199,37888,1.0537,548.23
241,51.625820,7.380938,13.96,02/07/2016 14:08:19 ,35,0,4294967199,37888,1.1428,547.71
242,51.625785,7.380942,13.96,02/07/2016 14:08:20 ,781,0,4294967199,37888,1.0737,547.44
243,51.625743,7.380963,13.96,02/07/2016 14:08:21 ,35,0,4294967199,37888,1.1179,547.44
244,51.625701,7.380993,13.96,02/07/2016 14:08:22 ,514,0,4294967199,37888,1.0566,547.71
245,51.625663,7.381028,18.35,02/07/2016 14:08:23 ,781,0,4294967199,37888,0.9177,547.71
246,51.625610,7.381063,18.35,02/07/2016 14:08:24 ,35,0,4294967199,37888,0.9849,546.92
247,51.625572,7.381098,17.24,02/07/2016 14:08:25 ,35,0,4294967199,37888,0.9412,545.87
248,51.625530,7.381128,17.24,02/07/2016 14:08:26 ,504,0,4294967199,37888,0.9053,545.60
249,51.625495,7.381155,17.24,02/07/2016 14:08:27 ,434,0,4294967199,37888,0.9138,544.37
250,51.625450,7.381178,17.24,02/07/2016 14:08:28 ,35,0,4294967199,37888,0.9700,544.37
251,51.625411,7.381202,17.24,02/07/2016 14:08:29 ,35,0,4294967199,37888,1.0325,544.37
252,51.625366,7.381230,18.76,02/07/2016 14:08:30 ,782,0,4294967199,37888,0.9548,544.90
253,51.625328,7.381260,18.76,02/07/2016 14:08:31 ,35,0,4294967199,37888,0.9629,545.16
254,51.625278,7.381293,18.85,02/07/2016 14:08:32 ,35,0,4294967199,37888,1.0037,543.58
255,51.625240,7.381327,18.85,02/07/2016 14:08:33 ,781,0,4294967199,37888,1.0107,543.58
256,51.625194,7.381363,19.98,02/07/2016 14:08:34 ,35,0,4294967199,37888,0.9802,543.32
257,51.625152,7.381403,19.98,02/07/2016 14:08:35 ,226,0,4294967199,37888,0.9829,543.32
258,51.625106,7.381442,19.98,02/07/2016 14:08:36 ,35,0,4294967199,37888,0.8770,543.32
259,51.625068,7.381480,19.98,02/07/2016 14:08:37 ,447,0,4294967199,37888,0.8074,542.79
260,51.625026,7.381513,19.98,02/07/2016 14:08:38 ,781,0,4294967199,37888,1.2283,543.85
261,51.624988,7.381547,17.50,02/07/2016 14:08:39 ,704,0,4294967199,37888,1.0872,542.79
262,51.624946,7.381582,17.50,02/07/2016 14:08:40 ,781,0,4294967199,37888,1.0181,541.74
263,51.624912,7.381622,18.76,02/07/2016 14:08:41 ,781,0,4294967199,37888,0.8782,541.22
264,51.624866,7.381663,18.76,02/07/2016 14:08:42 ,35,0,4294967199,37888,0.9832,540.78
265,51.624828,7.381705,18.76,02/07/2016 14:08:43 ,35,0,4294967199,37888,0.9233,541.04
266,51.624790,7.381743,17.83,02/07/2016 14:08:44 ,123,0,4294967199,37888,1.1255,539.72
